dateTime,iteration#,class_precision,method_precision,attr_precision,avg_precision
2026-03-06 00:15:15.992696,0,0.0,0,0,0.0
2026-03-06 00:17:03.906377,0,0.0,0,0,0.0
2026-03-06 00:20:16.000706,0,0.48,0,0.13095238095238093,0.30547619047619046
2026-03-06 00:24:49.973552,0,0.48,0,0.42261904761904767,0.4513095238095238
2026-03-06 00:30:02.604929,0,0.48,0,0.4226190476190476,0.3307875457875458
2026-03-06 06:54:21.837519,0,0.48,0,0.4226190476190476,0.3307875457875458
2026-03-06 08:14:54.608408,0,0.48,0,0.4226190476190476,0.3305970073804469
