precision, recall, 'AllCompaniesWindow', 'AllReservationsWindow', 'AllreservationRenderer', 'AuditTableCellRenderer', 'Blockade', 'BlockadeTableCellRenderer', 'BlockadeTableHeaderRenderer', 'ChangeComponentOrientation', 'CleaningRoomTableColumnsMaker', 'Company', 'CompanyDAO', 'CompanyDaoImpl', 'CompanyDetails', 'Currency', 'CustomTableHeaderRenderer', 'Customer', 'CustomerDAO', 'CustomerDaoImpl', 'CustomerDetailWindow', 'CustomerForm', 'CustomersTableRenderer', 'DialogFrame', 'EmailValidator', 'ExchangeWindow', 'GetLiveCurrencyRates', 'GetLiveWeather', 'Hotel', 'HotelDAO', 'HotelDaoImpl', 'HotelPropertiesWindow', 'HotelSystemStatus', 'HotelSystemStatusDAO', 'HotelSystemStatusImpl', 'InformationFrame', 'LocaleBean', 'LoggingEngine', 'Main_AllRooms', 'Main_Audit', 'Main_BottomToolbar', 'Main_CashDesk', 'Main_CustomersFrame', 'Main_MenuBar', 'Main_Reservations', 'Main_RoomCleaning', 'Main_UpperToolbar', 'MoneyTransaction', 'NewReservationWindow', 'PayPostTableCellRenderer', 'Payment', 'PaymentDAO', 'PaymentDaoImpl', 'PaymentWindow', 'Posting', 'PostingDAO', 'PostingDaoImpl', 'PostingWindow', 'ReportObject', 'Reservation', 'ReservationDAO', 'ReservationDaoImpl', 'ReservationTableRenderer', 'ResourceControl', 'ReservedCheckinWindow', 'Room', 'RoomDAO'
1.0, 1.0, 
