precision, recall, 2025-09-05 10:46:09.174506,0,0.15789473684210525,0.0,0.4583333333333333,0.20540935672514618
2025-09-05 11:25:09.711916,0,0.16216216216216217,0.0,0.4583333333333333,0.20683183183183185
